asset_id,attribute_count,attribute_count_rarity_score,DNA_attribute,DNA_rarity_score,Eye_Color_attribute,Eye_Color_rarity_score,Clothing_attribute,Clothing_rarity_score,Jewelry_attribute,Jewelry_rarity_score,Type_attribute,Type_rarity_score,Hair_attribute,Hair_rarity_score,Back_attribute,Back_rarity_score,Mouth_attribute,Mouth_rarity_score,Accessories_attribute,Accessories_rarity_score,Eyewear_attribute,Eyewear_rarity_score,Facial_Feature_attribute,Facial_Feature_rarity_score,Helmet_attribute,Helmet_rarity_score,overall_rarity_score
4134,4,0.0,Human,0.0,BRWN,0.0,ORNG HiTECH Dress,0.0,,-0.0,,-0.0,BLU DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4135,3,0.0,Robot,0.0,,-0.0,Blade Melt Tee,0.0,,-0.0,,-0.0,NVY DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4136,5,0.0,Demon,0.0,,-0.0,CLNX Tee,0.0,,-0.0,ICE,0.0,BRWN Long,0.0,,-0.0,,-0.0,,-0.0,3RD Eye,0.0,,-0.0,,-0.0,0.0
4137,5,0.0,Human,0.0,YLLW,0.0,WHT GRNG Dress,0.0,,-0.0,,-0.0,BLU Shape Up,0.0,,-0.0,,-0.0,,-0.0,VSN Glasses,0.0,,-0.0,,-0.0,0.0
4138,7,0.0,Robot,0.0,,-0.0,BLCK Jellyfish Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,MNT Long,0.0,GRY UNDRWRLD WINGZ,0.0,Bubblegum,0.0,,-0.0,3RD Eye,0.0,,-0.0,,-0.0,0.0
4139,5,0.0,Human,0.0,YLLW,0.0,PURP KBA JCKT,0.0,,-0.0,,-0.0,BLCK Quiff,0.0,,-0.0,ARMRD Mutant,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4140,4,0.0,Robot,0.0,,-0.0,GM HOODIE,0.0,,-0.0,,-0.0,BLU Curtains,0.0,,-0.0,,-0.0,,-0.0,BTC,0.0,,-0.0,,-0.0,0.0
4141,5,0.0,Human,0.0,CLSD PNK,0.0,PURP VARSITY JCKT,0.0,,-0.0,,-0.0,BLND Curtains,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4142,5,0.0,Human,0.0,SPINNING,0.0,RFX Tee,0.0,DRIP CHRM,0.0,MURAKAMI DRIP,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4143,5,0.0,Human,0.0,BRWN,0.0,RD BBL Vest,0.0,RBY Two Piece,0.0,,-0.0,BRWN Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4144,6,0.0,Human,0.0,BRWN,0.0,STRIPE Tee,0.0,,-0.0,,-0.0,PURP BRDZ,0.0,,-0.0,ICED GRILLZ,0.0,,-0.0,,-0.0,369 TAT,0.0,,-0.0,0.0
4145,4,0.0,Robot,0.0,,-0.0,SD Tee,0.0,,-0.0,MK1,0.0,BLND Curtains,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4146,5,0.0,Human,0.0,BRWN,0.0,BLU ORNG BNDN Shirt,0.0,,-0.0,,-0.0,PURP BRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,11-11 TAT,0.0,,-0.0,0.0
4147,8,0.0,Human,0.0,PNK-BLU,0.0,JS Tee,0.0,MRBLE G-Link,0.0,MURAKAMI DRIP,0.0,PNK Shape Up,0.0,,-0.0,Tan Tan Bo,0.0,,-0.0,,-0.0,META TAT,0.0,,-0.0,0.0
4148,4,0.0,Robot,0.0,,-0.0,FRSH Shirt,0.0,CYN Two Piece,0.0,,-0.0,PNK Shape Up,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4149,3,0.0,Demon,0.0,,-0.0,BLCK-BLK Waistcoat,0.0,,-0.0,,-0.0,Bunny,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4150,3,0.0,Robot,0.0,,-0.0,THRML PFA JCKT,0.0,,-0.0,,-0.0,BRWN Unkept,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4151,7,0.0,Human,0.0,AWAKEN,0.0,WHT Jellyfish Tee,0.0,SLVR CBLE,0.0,MURAKAMI DRIP,0.0,NEON Cap,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4152,4,0.0,Human,0.0,BRWN,0.0,FLOOR Tee,0.0,,-0.0,,-0.0,GRN Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4153,6,0.0,Human,0.0,YLLW Breezy,0.0,JS Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,PNK Hiropon,0.0,,-0.0,,-0.0,,-0.0,,-0.0,META TAT,0.0,,-0.0,0.0
4154,5,0.0,Human,0.0,BRWN,0.0,BLCK Future Dress,0.0,,-0.0,,-0.0,PURP Hacker,0.0,,-0.0,,-0.0,,-0.0,Aviator,0.0,,-0.0,,-0.0,0.0
4155,4,0.0,Demon,0.0,,-0.0,CLNX Tee,0.0,,-0.0,,-0.0,BLU Braid,0.0,,-0.0,ROBO,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4156,6,0.0,Human,0.0,PURP,0.0,BLU Waistcoat,0.0,,-0.0,STONED,0.0,BRED Visor,0.0,,-0.0,Bubblegum,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4157,5,0.0,Angel,0.0,,-0.0,WHT KBA JCKT,0.0,,-0.0,Divine,0.0,Top Hat,0.0,,-0.0,TCTL SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4158,4,0.0,Human,0.0,PNK,0.0,PNK Fur Coat,0.0,,-0.0,,-0.0,TEAL Spiked,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4159,5,0.0,Human,0.0,YLLW,0.0,WAGMI Tee,0.0,,-0.0,,-0.0,BRWN Shaggy,0.0,,-0.0,,-0.0,,-0.0,,-0.0,Angry TAT,0.0,,-0.0,0.0
4160,6,0.0,Robot,0.0,,-0.0,BLCK GM Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,GRN Head Scarf,0.0,Sword,0.0,SMILEY RNBW,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4161,6,0.0,Human,0.0,BLU,0.0,BLCK Tee,0.0,PURP G-Link,0.0,,-0.0,DRIP,0.0,,-0.0,ROBO,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4162,5,0.0,Human,0.0,RD CRYSTL,0.0,IRI BLW UP JCKT,0.0,,-0.0,,-0.0,ZK Bucket,0.0,,-0.0,SPIDERZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4163,5,0.0,Angel,0.0,,-0.0,RFX Tee,0.0,RNBW CBLE,0.0,,-0.0,BLND Curtains,0.0,,-0.0,Pilot Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4164,4,0.0,Robot,0.0,,-0.0,BLCK BKR JCKT,0.0,,-0.0,MK-BLCK,0.0,BLCK Spike,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4165,8,0.0,Human,0.0,YLLW Breezy,0.0,TRPPY HiTECH GOWN,0.0,ICED G-Link,0.0,MURAKAMI DRIP,0.0,BLCK Unkept,0.0,,-0.0,SMILEY RNBW,0.0,,-0.0,,-0.0,Scratch Scarz,0.0,,-0.0,0.0
4166,4,0.0,Human,0.0,BLU-PURP,0.0,PNK POLO,0.0,,-0.0,,-0.0,Top Hat,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4167,6,0.0,Human,0.0,CLSD GRN,0.0,SPACE TRIP Tee,0.0,,-0.0,,-0.0,BRWN Long,0.0,,-0.0,,-0.0,,-0.0,Cyber Bindi,0.0,333 TAT,0.0,,-0.0,0.0
4168,6,0.0,Human,0.0,BLU,0.0,BLCK Tee,0.0,S-HIRE G-Link,0.0,MURAKAMI DRIP,0.0,LoneSome Cowboy,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4169,5,0.0,Human,0.0,PNK,0.0,BLCK Waistcoat,0.0,,-0.0,,-0.0,PNK Shape Up,0.0,,-0.0,,-0.0,,-0.0,TECH GOGGLES,0.0,,-0.0,,-0.0,0.0
4170,4,0.0,Angel,0.0,,-0.0,RD BBL Vest,0.0,,-0.0,,-0.0,BLCK BWLCUT,0.0,,-0.0,,-0.0,,-0.0,Cyber Bindi,0.0,,-0.0,,-0.0,0.0
4171,7,0.0,Human,0.0,YLLW,0.0,PNK Utility Vest,0.0,GLD CBLE,0.0,,-0.0,WHT Otaku,0.0,,-0.0,SPIDERZ,0.0,,-0.0,Cyber Bindi,0.0,,-0.0,,-0.0,0.0
4172,5,0.0,Human,0.0,BLU-PURP,0.0,BLCK BNDN Shirt,0.0,,-0.0,,-0.0,WHT Stylish,0.0,,-0.0,,-0.0,Gold Round Earrings,0.0,,-0.0,,-0.0,,-0.0,0.0
4173,6,0.0,Demon,0.0,WIDE-OPEN,0.0,BLCK Jellyfish Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,LoneSome Cowboy,0.0,,-0.0,Wise Fancy Mustache,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4174,5,0.0,Human,0.0,GRN,0.0,BLU BLW UP JCKT,0.0,,-0.0,,-0.0,RD Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,HRUS 333 TAT,0.0,,-0.0,0.0
4175,5,0.0,Angel,0.0,,-0.0,PNK ORNG Fur Coat,0.0,CHRM,0.0,Divine,0.0,BLCK Shape Up,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4176,5,0.0,Human,0.0,YLLW Breezy,0.0,CHRMO HOODIE,0.0,,-0.0,MURAKAMI DRIP,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,SWRD TAT,0.0,,-0.0,0.0
4177,4,0.0,Robot,0.0,,-0.0,WHT Utility Vest,0.0,,-0.0,MK1,0.0,BRED Visor,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4178,6,0.0,Robot,0.0,,-0.0,BLCK BKR JCKT,0.0,GPURP Two Piece,0.0,MK1,0.0,BLCK Shape Up,0.0,,-0.0,ROBO,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4179,5,0.0,Robot,0.0,,-0.0,JELLYFISH BLW UP JCKT,0.0,,-0.0,MURAKAMI DRIP,0.0,BRWN Stylish,0.0,Sword Sheath,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4180,5,0.0,Human,0.0,CLSD PURP,0.0,STRIPE Tee,0.0,,-0.0,,-0.0,PNK Ponytail,0.0,,-0.0,,-0.0,,-0.0,,-0.0,Sword VSN  TAT,0.0,,-0.0,0.0
4181,6,0.0,Robot,0.0,,-0.0,BLU Waistcoat,0.0,,-0.0,MK-BLCK,0.0,WHT Unkept,0.0,,-0.0,SMILE,0.0,,-0.0,Cyber Eyes,0.0,,-0.0,,-0.0,0.0
4182,7,0.0,Human,0.0,BRWN,0.0,STRIPE Tee,0.0,,-0.0,,-0.0,FLME Head Scarf,0.0,,-0.0,SMILE,0.0,,-0.0,SPiKED BILLIONAIRE,0.0,TRi HRUS TAT,0.0,,-0.0,0.0
4183,5,0.0,Robot,0.0,,-0.0,BLU BLW UP JCKT,0.0,RNBW G-Link,0.0,,-0.0,BRWN 1 Horn,0.0,,-0.0,,-0.0,GLD Round,0.0,,-0.0,,-0.0,,-0.0,0.0
4184,6,0.0,Robot,0.0,,-0.0,BLCK VARSITY JCKT,0.0,DRIP CHRM,0.0,,-0.0,GRN Shape Up,0.0,,-0.0,,-0.0,PTRA Earring,0.0,Glass X,0.0,,-0.0,,-0.0,0.0
4185,8,0.0,Human,0.0,BLU,0.0,PNK ORNG Fur Coat,0.0,,-0.0,MURAKAMI DRIP,0.0,BLCK Cap,0.0,BLCK UNDRWRLD WINGZ,0.0,Organism M78.8,0.0,,-0.0,VSN Glasses,0.0,,-0.0,,-0.0,0.0
4186,5,0.0,Human,0.0,BLU-PURP,0.0,WAGMI Tee,0.0,,-0.0,,-0.0,WHT Curtains,0.0,,-0.0,,-0.0,,-0.0,DRIP VISION,0.0,,-0.0,,-0.0,0.0
4187,8,0.0,Human,0.0,BLCK Surprised,0.0,HVY MTL HOODIE,0.0,SG-PDLCK,0.0,MURAKAMI DRIP,0.0,WHT Otaku,0.0,DEMONZ,0.0,Tan Tan Bo,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4188,6,0.0,Human,0.0,CLSD GRN,0.0,PNK Waistcoat,0.0,S-HIRE G-Link,0.0,,-0.0,BLCK BRDZ,0.0,,-0.0,MAD,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4189,4,0.0,Robot,0.0,,-0.0,CLNX FRSH Shirt,0.0,,-0.0,,-0.0,GOAT HRNS,0.0,,-0.0,,-0.0,,-0.0,Aviator,0.0,,-0.0,,-0.0,0.0
4190,7,0.0,Human,0.0,BRWN,0.0,CAMO BBL Vest,0.0,,-0.0,MURAKAMI DRIP,0.0,PNK Pilot,0.0,,-0.0,Jagged RNBW,0.0,,-0.0,,-0.0,SWRD TAT,0.0,,-0.0,0.0
4191,5,0.0,Human,0.0,BLCK Surprised,0.0,HVY MTL HOODIE,0.0,,-0.0,,-0.0,GRN Cyber Dreads,0.0,,-0.0,Bubblegum,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4192,3,0.0,Demon,0.0,,-0.0,LLC HiTECH Dress,0.0,,-0.0,,-0.0,BLND Pigtails,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4193,5,0.0,Demon,0.0,AWAKEN,0.0,WHT Jellyfish Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,BLND Quiff,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4194,6,0.0,Human,0.0,BLU-PURP,0.0,PURP VARSITY JCKT,0.0,,-0.0,STONED,0.0,BLCK Shape Up,0.0,,-0.0,TCTL SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4195,4,0.0,Human,0.0,,-0.0,V1 BLCK SKL GRL,0.0,,-0.0,,-0.0,BRWN Long,0.0,,-0.0,,-0.0,,-0.0,Cyber Eyes,0.0,,-0.0,,-0.0,0.0
4196,6,0.0,Human,0.0,BRWN,0.0,JS Tee,0.0,GLD CBLE,0.0,,-0.0,BRWN Floral Wreath,0.0,,-0.0,GLD GRILLZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4197,6,0.0,Human,0.0,PNK,0.0,FRSH Shirt,0.0,,-0.0,,-0.0,BRWN Unkept,0.0,,-0.0,,-0.0,,-0.0,Cyborg V1,0.0,333 VSN TAT,0.0,,-0.0,0.0
4198,6,0.0,Human,0.0,BLU-PURP,0.0,GRN Tech JCKT,0.0,,-0.0,,-0.0,Cowgirl,0.0,,-0.0,Cigar,0.0,,-0.0,VSN Glasses,0.0,,-0.0,,-0.0,0.0
4199,6,0.0,Human,0.0,CLSD BRWN,0.0,CLNX FRSH Shirt,0.0,,-0.0,,-0.0,BRWN Unkept,0.0,Sword,0.0,,-0.0,,-0.0,SPiKED BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
4200,5,0.0,Robot,0.0,,-0.0,FLOOR Tee,0.0,,-0.0,MK1,0.0,WHT BWLCUT,0.0,,-0.0,,-0.0,,-0.0,BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
4201,4,0.0,Human,0.0,BLU-PURP,0.0,BRWN TCTL Vest,0.0,,-0.0,,-0.0,NVY DRDZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4202,7,0.0,Angel,0.0,,-0.0,BLCK PIN BKR JCKT,0.0,GPURP Two Piece,0.0,MURAKAMI DRIP,0.0,BLU OCTOPUS,0.0,BLCK UNDRWRLD WINGZ,0.0,SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4203,4,0.0,Robot,0.0,,-0.0,Job Tee,0.0,,-0.0,MK1,0.0,Rice Hat,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4204,7,0.0,Human,0.0,BLU-PURP,0.0,CAMO BBL Vest,0.0,RBY Two Piece,0.0,,-0.0,PNK Curtains,0.0,,-0.0,RD DRGN Mask,0.0,SLVR Round,0.0,,-0.0,,-0.0,,-0.0,0.0
4205,6,0.0,Human,0.0,CLSD GRN,0.0,GRDNT PFA JCKT,0.0,,-0.0,,-0.0,WHT Quiff,0.0,,-0.0,,-0.0,,-0.0,SPiKED BILLIONAIRE,0.0,HRUS TAT,0.0,,-0.0,0.0
4206,5,0.0,Angel,0.0,,-0.0,BLCK GM Tee,0.0,GLD CBLE,0.0,,-0.0,BRWN Unkept,0.0,,-0.0,FANGZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4207,6,0.0,Human,0.0,PURP,0.0,SPACE TRIP Tee,0.0,RD ZK-BEADZ,0.0,,-0.0,WHT Ponytail,0.0,,-0.0,,-0.0,,-0.0,Aviator,0.0,,-0.0,,-0.0,0.0
4208,6,0.0,Human,0.0,BLCK Surprised,0.0,STRIPE Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,LoneSome Cowboy,0.0,,-0.0,GLD GRILLZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4209,6,0.0,Human,0.0,PURP,0.0,RTFKT CHROME Tee,0.0,,-0.0,,-0.0,BRWN Ponytail,0.0,,-0.0,SMILE,0.0,,-0.0,,-0.0,HRUS TAT,0.0,,-0.0,0.0
4210,8,0.0,Demon,0.0,,-0.0,BLU HAWAIIAN Shirt,0.0,S-HIRE G-Link,0.0,MURAKAMI DRIP,0.0,BLCK Hairclip,0.0,,-0.0,Jagged RNBW,0.0,,-0.0,Glass X,0.0,,-0.0,,-0.0,0.0
4211,6,0.0,Demon,0.0,,-0.0,IRI Tech JCKT,0.0,SPIKED CHKR,0.0,DRK,0.0,LLC Ponytail,0.0,,-0.0,Lollipop,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4212,6,0.0,Human,0.0,BLU-PURP,0.0,BLCK VARSITY JCKT,0.0,,-0.0,STONED,0.0,WHT Curtains,0.0,,-0.0,RNBW GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4213,7,0.0,Robot,0.0,AWAKEN,0.0,BLCK VARSITY JCKT,0.0,,-0.0,MK1,0.0,Sound Wave,0.0,,-0.0,Romantico,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4214,5,0.0,Robot,0.0,,-0.0,SPACE TRIP Tee,0.0,S-HIRE G-Link,0.0,,-0.0,BLCK Shape Up,0.0,,-0.0,WZRD,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4215,5,0.0,Robot,0.0,,-0.0,PURP KBA JCKT,0.0,RBY Two Piece,0.0,,-0.0,WHT Otaku,0.0,,-0.0,,-0.0,,-0.0,Eye Patch,0.0,,-0.0,,-0.0,0.0
4216,7,0.0,Robot,0.0,,-0.0,FLOOR Tee,0.0,,-0.0,MURAKAMI DRIP,0.0,BLCK Soundwave,0.0,,-0.0,Jagged RNBW,0.0,,-0.0,Drip Scouter,0.0,,-0.0,,-0.0,0.0
4217,5,0.0,Robot,0.0,,-0.0,JS Tee,0.0,RD ZK-BEADZ,0.0,,-0.0,BLU Shape Up,0.0,,-0.0,,-0.0,Cross Earring,0.0,,-0.0,,-0.0,,-0.0,0.0
4218,7,0.0,Human,0.0,PNK,0.0,BRWN TCTL Vest,0.0,S-HIRE CBLE,0.0,,-0.0,PURP BRDZ,0.0,,-0.0,TCTL SMILE,0.0,,-0.0,DRIP VISION,0.0,,-0.0,,-0.0,0.0
4219,4,0.0,Human,0.0,GRN,0.0,V1 BLCK SKL GRL,0.0,,-0.0,,-0.0,Open Skull Helmet,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4220,4,0.0,Angel,0.0,,-0.0,BLCK BNDN Shirt,0.0,,-0.0,,-0.0,ORNG Bandana TECH Cap,0.0,,-0.0,,-0.0,SLVR Round,0.0,,-0.0,,-0.0,,-0.0,0.0
4221,5,0.0,Robot,0.0,,-0.0,YLLW BLW UP JCKT,0.0,SLVR CBLE,0.0,,-0.0,PNK BWLCUT,0.0,,-0.0,SFTY Mask,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4222,7,0.0,Demon,0.0,,-0.0,WHT BKR JCKT,0.0,GLD CBLE,0.0,ICE,0.0,RD DRDZ,0.0,,-0.0,Goatee,0.0,,-0.0,VSN Glasses,0.0,,-0.0,,-0.0,0.0
4223,5,0.0,Human,0.0,PNK-BLU,0.0,PNK HAWAIIAN Shirt,0.0,S-HIRE G-Link,0.0,,-0.0,BLCK BWLCUT,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4224,7,0.0,Human,0.0,PNK,0.0,Blade Melt Tee,0.0,CYN CBLE,0.0,,-0.0,WHT Otaku,0.0,,-0.0,,-0.0,,-0.0,Cyber Eye Patch,0.0,On-Sight TAT,0.0,,-0.0,0.0
4225,5,0.0,Angel,0.0,,-0.0,WHT PNK Fur Coat,0.0,SLVR Two Piece,0.0,Divine,0.0,BRED Visor,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4226,6,0.0,Human,0.0,PNK,0.0,RD BBL Vest,0.0,GLD Iced Cuban,0.0,,-0.0,RD Stylish,0.0,,-0.0,,-0.0,,-0.0,,-0.0,META TAT,0.0,,-0.0,0.0
4227,7,0.0,Robot,0.0,SPINNING,0.0,RTFKT x TM RNBW FLOWER PFA,0.0,G-PDLCK,0.0,MURAKAMI DRIP,0.0,BRED Visor,0.0,,-0.0,,-0.0,,-0.0,SPiKED BILLIONAIRE,0.0,,-0.0,,-0.0,0.0
4228,4,0.0,Human,0.0,GRN,0.0,BRED KBA JCKT,0.0,,-0.0,,-0.0,Sound Wave,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4229,5,0.0,Robot,0.0,,-0.0,JS HOODIE,0.0,SLVR CBLE,0.0,,-0.0,WHT BRDZ,0.0,,-0.0,SMILE,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4230,8,0.0,Human,0.0,CLSD GRN,0.0,BLU HAWAIIAN Shirt,0.0,SLVR Two Piece,0.0,MURAKAMI DRIP,0.0,CYBR DRDZ,0.0,,-0.0,SMILEY RNBW,0.0,,-0.0,,-0.0,HRUS 333 TAT,0.0,,-0.0,0.0
4231,6,0.0,Human,0.0,BLCK Surprised,0.0,BLCK Tee,0.0,,-0.0,,-0.0,BLND Curtains,0.0,,-0.0,Romantico,0.0,,-0.0,Cyber Eye Patch,0.0,,-0.0,,-0.0,0.0
4232,5,0.0,Robot,0.0,,-0.0,GRNDT Fur Coat,0.0,,-0.0,MURAKAMI DRIP,0.0,WHT OCTOPUS,0.0,,-0.0,,-0.0,,-0.0,ZK VR,0.0,,-0.0,,-0.0,0.0
4233,5,0.0,Robot,0.0,,-0.0,V5 WHT SKL GRL,0.0,MRBLE G-Link,0.0,,-0.0,BRED Buns,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4234,7,0.0,Human,0.0,YLLW Breezy,0.0,RCS Tee,0.0,ICED G-Link,0.0,MURAKAMI DRIP,0.0,BLU Sound Wave,0.0,,-0.0,,-0.0,,-0.0,,-0.0,STARZ TAT,0.0,,-0.0,0.0
4235,6,0.0,Human,0.0,PNK-BLU,0.0,BLCK Tech JCKT,0.0,G-PDLCK,0.0,,-0.0,Kawaii,0.0,,-0.0,GLD GRILLZ,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4236,6,0.0,Angel,0.0,,-0.0,WHT Utility Vest,0.0,MRBLE G-Link,0.0,,-0.0,MNT Beret Braids,0.0,,-0.0,,-0.0,PTRA Earring,0.0,Kawaii Patch,0.0,,-0.0,,-0.0,0.0
4237,8,0.0,Human,0.0,BLU,0.0,WHT GRNG Dress,0.0,VVS PANDA,0.0,MURAKAMI DRIP,0.0,YLLW Spiked,0.0,,-0.0,PSYCHIC LAZER,0.0,,-0.0,,-0.0,TRi HRUS TAT,0.0,,-0.0,0.0
4238,7,0.0,Human,0.0,PNK,0.0,CLNX HOODIE,0.0,CYN Two Piece,0.0,,-0.0,PURP BRDZ,0.0,,-0.0,Bamboo,0.0,,-0.0,Glass X,0.0,,-0.0,,-0.0,0.0
4239,6,0.0,Reptile,0.0,WIDE-OPEN,0.0,PURP KBA JCKT,0.0,SLVR G-Link,0.0,MURAKAMI DRIP,0.0,LoneSome Cowboy,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4240,6,0.0,Robot,0.0,,-0.0,SD Tee,0.0,IRI Blade CHKR,0.0,MK1,0.0,BLND Flower Wreath,0.0,,-0.0,,-0.0,GLD Round,0.0,,-0.0,,-0.0,,-0.0,0.0
4241,6,0.0,Human,0.0,BRWN,0.0,WHT Utility Vest,0.0,CYN CBLE,0.0,,-0.0,Open Skull Helmet,0.0,,-0.0,,-0.0,,-0.0,,-0.0,Slash Scar,0.0,,-0.0,0.0
4242,7,0.0,Human,0.0,PURP,0.0,PNK Utility Vest,0.0,S-HIRE CBLE,0.0,,-0.0,PNK BWLCUT,0.0,,-0.0,WZRD,0.0,PTRA Earring,0.0,,-0.0,,-0.0,,-0.0,0.0
4243,8,0.0,Human,0.0,YLLW,0.0,BRED KBA JCKT,0.0,DRIP CHRM,0.0,MURAKAMI DRIP,0.0,GRN Shape Up,0.0,,-0.0,Organism M78.8,0.0,,-0.0,,-0.0,Slash Scar,0.0,,-0.0,0.0
4244,5,0.0,Robot,0.0,,-0.0,FLOOR Tee,0.0,MRBLE G-Link,0.0,,-0.0,Fro,0.0,,-0.0,RNBW GRILLS,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4245,6,0.0,Human,0.0,PNK,0.0,BLCK Waistcoat,0.0,,-0.0,,-0.0,PNK Pigtails,0.0,,-0.0,GLD GRILLZ,0.0,,-0.0,Cyber Bindi,0.0,,-0.0,,-0.0,0.0
4246,5,0.0,Human,0.0,YLLW,0.0,BLCK-BLK Waistcoat,0.0,,-0.0,,-0.0,GRN Cyber Dreads,0.0,,-0.0,Angry,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4247,7,0.0,Human,0.0,GRN Breezy,0.0,CLNX Tee,0.0,VVS PANDA,0.0,MURAKAMI DRIP,0.0,GRN Stylish,0.0,,-0.0,PSYCHIC LAZER,0.0,,-0.0,,-0.0,,-0.0,,-0.0,0.0
4248,5,0.0,Human,0.0,CLSD GRN,0.0,WHT BKR JCKT,0.0,,-0.0,,-0.0,BLU Head Scarf,0.0,,-0.0,,-0.0,RTFKT Earrings,0.0,,-0.0,,-0.0,,-0.0,0.0
4249,6,0.0,Human,0.0,BRWN,0.0,BLU Tech JCKT,0.0,,-0.0,,-0.0,RD Hairclip,0.0,,-0.0,TRIP,0.0,,-0.0,Assault Glasses,0.0,,-0.0,,-0.0,0.0
