asset_id,attribute_count,attribute_count_rarity_score,Earring_attribute,Earring_rarity_score,Background_attribute,Background_rarity_score,Fur_attribute,Fur_rarity_score,Clothes_attribute,Clothes_rarity_score,Mouth_attribute,Mouth_rarity_score,Eyes_attribute,Eyes_rarity_score,Hat_attribute,Hat_rarity_score,overall_rarity_score
1095,7,5.310674455655868,Gold Hoop,21.645021645021647,Gray,8.547008547008547,Blue,20.408163265306122,Black Holes T,48.78048780487805,Bored,4.401408450704225,Bloodshot,11.82033096926714,Cowboy Hat,28.248587570621467,149.16168270846305
1096,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Golden Brown,12.820512820512821,Tuxedo Tee,42.5531914893617,Bored Pipe,75.75757575757576,Angry,23.148148148148145,Cowboy Hat,28.248587570621467,193.87024551579196
1097,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Noise,64.51612903225806,Navy Striped Tee,29.761904761904763,Bored Cigarette,14.04494382022472,Hypnotized,45.45454545454546,Ww2 Pilot Helm,90.90909090909092,255.82111206163114
1098,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Golden Brown,12.820512820512821,,5.324813631522897,Bored Cigarette,14.04494382022472,Bored,5.827505827505828,Sea Captain's Hat,32.67973856209151,83.89433013981585
1099,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Golden Brown,12.820512820512821,Space Suit,95.23809523809523,Bored Cigarette,14.04494382022472,Holographic,66.2251655629139,Halo,30.8641975308642,230.32741305621806
1100,6,1.8793459875963163,Cross,67.11409395973155,Aquamarine,7.886435331230284,Cream,15.723270440251572,Blue Dress,105.26315789473685,Bored Unshaven,6.447453255963895,Angry,23.148148148148145,,4.440497335701599,231.9024023533602
1101,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Red,21.09704641350211,Smoking Jacket,45.24886877828054,Bored Unshaven Pipe,99.00990099009901,Scumbag,42.918454935622314,Bowler,38.167938931297705,258.29286311637907
1102,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Rainbow Suspenders,74.07407407407408,Bored Unshaven Kazoo,163.93442622950818,Bored,5.827505827505828,Ww2 Pilot Helm,90.90909090909092,353.49024355772974
1103,7,5.310674455655868,Silver Stud,12.150668286755772,Aquamarine,7.886435331230284,Golden Brown,12.820512820512821,Guayabera,43.10344827586207,Tongue Out,49.01960784313725,Wide Eyed,18.214936247723134,Sea Captain's Hat,32.67973856209151,181.18602182296868
1104,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Red,21.09704641350211,,5.324813631522897,Bored,4.401408450704225,X Eyes,40.816326530612244,Vietnam Era Helmet,44.84304932735426,129.58255831811272
1105,7,5.310674455655868,Silver Stud,12.150668286755772,Gray,8.547008547008547,Cream,15.723270440251572,Black Holes T,48.78048780487805,Phoneme Vuh,30.030030030030026,Bored,5.827505827505828,Fez,26.525198938992045,152.8948443310777
1106,7,5.310674455655868,Silver Hoop,11.312217194570135,Blue,8.038585209003216,Red,21.09704641350211,Sailor Shirt,35.2112676056338,Phoneme  ooo,39.21568627450981,Crazy,24.57002457002457,Police Motorcycle Helmet,76.92307692307692,221.67857864597642
1107,6,1.8793459875963163,Gold Hoop,21.645021645021647,Gray,8.547008547008547,Gray,20.161290322580644,Lumberjack Shirt,46.948356807511736,Bored,4.401408450704225,3d,20.449897750511248,,4.440497335701599,128.47282684663594
1108,7,5.310674455655868,Gold Stud,22.779043280182233,Orange,7.830853563038371,Brown,7.2992700729927,Tuxedo Tee,42.5531914893617,Phoneme Wah,61.34969325153375,Bored,5.827505827505828,Beanie,17.301038062283737,170.25127000255418
1109,6,1.8793459875963163,Silver Stud,12.150668286755772,Orange,7.830853563038371,Golden Brown,12.820512820512821,Sailor Shirt,35.2112676056338,Bored Unshaven,6.447453255963895,Angry,23.148148148148145,,4.440497335701599,103.92874700335071
1110,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Dark Brown,7.396449704142013,Bayc T Red,71.42857142857143,Discomfort,47.61904761904761,Sad,18.148820326678766,Short Mohawk,31.446540880503143,187.22950981074206
1111,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Brown,7.2992700729927,Sleeveless Logo T,69.44444444444444,Bored Cigarette,14.04494382022472,Zombie,32.467532467532465,Spinner Hat,55.24861878453038,189.6393076733319
1112,7,5.310674455655868,Silver Hoop,11.312217194570135,Blue,8.038585209003216,Blue,20.408163265306122,Vietnam Jacket,44.24778761061947,Phoneme Oh,42.19409282700422,Bored,5.827505827505828,Short Mohawk,31.446540880503143,168.785567270168
1113,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Tan,15.974440894568689,,5.324813631522897,Dumbfounded,19.801980198019802,3d,20.449897750511248,Beanie,17.301038062283737,92.26318474466598
1114,5,3.941663381947182,,1.424298532972511,Gray,8.547008547008547,Blue,20.408163265306122,,5.324813631522897,Phoneme  ooo,39.21568627450981,Bored,5.827505827505828,Beanie,17.301038062283737,101.99017752305663
1115,7,5.310674455655868,Silver Stud,12.150668286755772,New Punk Blue,8.116883116883116,Golden Brown,12.820512820512821,Black T,29.940119760479043,Bored Dagger,204.08163265306123,Closed,14.04494382022472,Short Mohawk,31.446540880503143,317.9119757940758
1116,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Tanktop,42.5531914893617,Bored,4.401408450704225,Holographic,66.2251655629139,Irish Boho,44.44444444444444,176.369356464975
1117,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Black,8.136696501220504,Lab Coat,69.44444444444444,Bored Kazoo,135.13513513513513,Bloodshot,11.82033096926714,,4.440497335701599,242.17391986372687
1118,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Cream,15.723270440251572,Navy Striped Tee,29.761904761904763,Grin,13.986013986013987,Wide Eyed,18.214936247723134,,4.440497335701599,95.53763697935464
1119,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Trippy,129.87012987012986,Leather Jacket,48.543689320388346,Bored Unshaven Kazoo,163.93442622950818,Bored,5.827505827505828,Halo,30.8641975308642,390.07754534846254
1120,6,1.8793459875963163,Silver Stud,12.150668286755772,Orange,7.830853563038371,Dark Brown,7.396449704142013,Biker Vest,39.52569169960474,Bored Unshaven Cigarette,22.831050228310502,Blue Beams,196.078431372549,,4.440497335701599,292.13298817769834
1121,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Dark Brown,7.396449704142013,Service,70.4225352112676,Bored Unshaven,6.447453255963895,Holographic,66.2251655629139,,4.440497335701599,168.18449831613898
1122,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Black,8.136696501220504,Admirals Coat,156.25,Bored Unshaven,6.447453255963895,Bloodshot,11.82033096926714,Police Motorcycle Helmet,76.92307692307692,271.4282107171058
1123,5,3.941663381947182,,1.424298532972511,New Punk Blue,8.116883116883116,Golden Brown,12.820512820512821,Lab Coat,69.44444444444444,Bored Unshaven Cigarette,22.831050228310502,Wide Eyed,18.214936247723134,,4.440497335701599,141.2342861084953
1124,4,39.37007874015748,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,,5.324813631522897,Phoneme  ooo,39.21568627450981,Zombie,32.467532467532465,,4.440497335701599,137.37330873603605
1125,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Dark Brown,7.396449704142013,Prison Jumpsuit,42.5531914893617,Phoneme  ooo,39.21568627450981,Sleepy,13.315579227696405,,4.440497335701599,120.11821950936958
1126,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Cream,15.723270440251572,Tanktop,42.5531914893617,Bored,4.401408450704225,Closed,14.04494382022472,Vietnam Era Helmet,44.84304932735426,132.6034600979626
1127,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Tan,15.974440894568689,Tuxedo Tee,42.5531914893617,Grin,13.986013986013987,X Eyes,40.816326530612244,Party Hat 2,91.74311926605505,216.4936198040636
1128,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Dark Brown,7.396449704142013,Service,70.4225352112676,Dumbfounded,19.801980198019802,Bored,5.827505827505828,,4.440497335701599,121.0857837545949
1129,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Guayabera,43.10344827586207,Bored Unshaven,6.447453255963895,Closed,14.04494382022472,,4.440497335701599,88.84380659965389
1130,7,5.310674455655868,Gold Hoop,21.645021645021647,Orange,7.830853563038371,Dark Brown,7.396449704142013,Sleeveless Logo T,69.44444444444444,Bored,4.401408450704225,Wide Eyed,18.214936247723134,Cowboy Hat,28.248587570621467,162.49237608135115
1131,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Gray,20.161290322580644,Black T,29.940119760479043,Bored Cigarette,14.04494382022472,Hypnotized,45.45454545454546,Bayc Flipped Brim,43.29004329004329,164.2331723774452
1132,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Brown,7.2992700729927,Service,70.4225352112676,Jovial,33.78378378378378,Heart,25.38071065989848,,4.440497335701599,154.52361254160223
1133,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Zombie,33.11258278145695,Tie Dye,69.44444444444444,Rage,37.59398496240602,Bored,5.827505827505828,Ww2 Pilot Helm,90.90909090909092,247.98548571359458
1134,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,,5.324813631522897,Bored Unshaven,6.447453255963895,Angry,23.148148148148145,Commie Hat,32.89473684210526,88.3115155462992
1135,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Dmt,46.51162790697675,Sailor Shirt,35.2112676056338,Bored Unshaven Dagger,357.14285714285717,Holographic,66.2251655629139,Bayc Hat Black,43.859649122807014,560.2927970707607
1136,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Pink,19.569471624266146,Striped Tee,24.154589371980677,Jovial,33.78378378378378,Bored,5.827505827505828,Beanie,17.301038062283737,111.77088675342736
1137,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Cream,15.723270440251572,Sleeveless T,39.682539682539684,Bored Cigar,82.64462809917356,Closed,14.04494382022472,Girl's Hair Pink,95.23809523809523,258.7540049177367
1138,5,3.941663381947182,,1.424298532972511,Blue,8.038585209003216,Gray,20.161290322580644,,5.324813631522897,Grin,13.986013986013987,Zombie,32.467532467532465,Baby's Bonnet,63.291139240506325,148.63533677207923
1139,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Pink,19.569471624266146,Navy Striped Tee,29.761904761904763,Bored Unshaven,6.447453255963895,Bloodshot,11.82033096926714,Bandana Blue,112.35955056179776,191.05658796189013
1140,7,5.310674455655868,Silver Stud,12.150668286755772,Blue,8.038585209003216,Dark Brown,7.396449704142013,Leather Punk Jacket,65.35947712418302,Bored,4.401408450704225,Coins,20.876826722338205,Laurel Wreath,138.88888888888889,262.4229788416712
1141,7,5.310674455655868,Silver Hoop,11.312217194570135,Blue,8.038585209003216,Zombie,33.11258278145695,Kings Robe,147.05882352941177,Bored,4.401408450704225,3d,20.449897750511248,Beanie,17.301038062283737,246.98522743359715
1142,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Red,21.09704641350211,Admirals Coat,156.25,Bored Unshaven Cigarette,22.831050228310502,Closed,14.04494382022472,Stuntman Helmet,63.69426751592357,289.0151847666513
1143,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Brown,7.2992700729927,Caveman Pelt,61.34969325153375,Bored Cigar,82.64462809917356,Angry,23.148148148148145,Short Mohawk,31.446540880503143,217.23697726576003
1144,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Noise,64.51612903225806,Bandolier,61.34969325153375,Bored,4.401408450704225,Bored,5.827505827505828,Beanie,17.301038062283737,164.81630226173755
1145,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Golden Brown,12.820512820512821,Black T,29.940119760479043,Bored,4.401408450704225,Angry,23.148148148148145,,4.440497335701599,88.16170072330542
1146,7,5.310674455655868,Silver Hoop,11.312217194570135,Army Green,8.045052292839904,Zombie,33.11258278145695,Sleeveless Logo T,69.44444444444444,Grin Diamond Grill,128.2051282051282,Crazy,24.57002457002457,Horns,39.682539682539684,319.6826636266598
1147,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Black,8.136696501220504,Lab Coat,69.44444444444444,Bored,4.401408450704225,Sleepy,13.315579227696405,Bayc Hat Black,43.859649122807014,150.2922758304798
1148,5,3.941663381947182,,1.424298532972511,Gray,8.547008547008547,Tan,15.974440894568689,Striped Tee,24.154589371980677,Jovial,33.78378378378378,Angry,23.148148148148145,,4.440497335701599,115.41442999611112
1149,7,5.310674455655868,Silver Hoop,11.312217194570135,Blue,8.038585209003216,Red,21.09704641350211,Bayc T Red,71.42857142857143,Bored Cigarette,14.04494382022472,Closed,14.04494382022472,Horns,39.682539682539684,184.95952202429186
1150,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,Vietnam Jacket,44.24778761061947,Bored Unshaven,6.447453255963895,Closed,14.04494382022472,Laurel Wreath,138.88888888888889,222.0631198499051
1151,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Dmt,46.51162790697675,Lumberjack Shirt,46.948356807511736,Bored,4.401408450704225,Bored,5.827505827505828,Beanie,17.301038062283737,132.0275336250484
1152,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,Service,70.4225352112676,Bored Unshaven,6.447453255963895,Zombie,32.467532467532465,,4.440497335701599,134.27438193902455
1153,6,1.8793459875963163,Silver Stud,12.150668286755772,New Punk Blue,8.116883116883116,Golden Brown,12.820512820512821,Cowboy Shirt,84.03361344537815,Jovial,33.78378378378378,Bloodshot,11.82033096926714,,4.440497335701599,169.04563574587868
1154,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Red,21.09704641350211,Caveman Pelt,61.34969325153375,Dumbfounded,19.801980198019802,Laser Eyes,144.92753623188406,Fisherman's Hat,28.98550724637681,287.58229097876847
1155,7,5.310674455655868,Silver Hoop,11.312217194570135,Purple,7.733952049497293,Blue,20.408163265306122,Bone Tee,43.47826086956522,Bored Cigarette,14.04494382022472,Coins,20.876826722338205,Irish Boho,44.44444444444444,167.609482821602
1156,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Dark Brown,7.396449704142013,Bone Necklace,48.78048780487805,Bored Unshaven,6.447453255963895,Closed,14.04494382022472,,4.440497335701599,94.30664739886834
1157,5,3.941663381947182,,1.424298532972511,Aquamarine,7.886435331230284,Blue,20.408163265306122,,5.324813631522897,Small Grin,36.76470588235294,Angry,23.148148148148145,Girl's Hair Short,66.66666666666667,165.56489484014674
1158,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Tan,15.974440894568689,Leather Punk Jacket,65.35947712418302,Bored,4.401408450704225,Bloodshot,11.82033096926714,Party Hat 2,91.74311926605505,200.4332747883853
1159,4,39.37007874015748,,1.424298532972511,Orange,7.830853563038371,Brown,7.2992700729927,,5.324813631522897,Bored Unshaven,6.447453255963895,Wide Eyed,18.214936247723134,,4.440497335701599,90.35220138007259
1160,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,Sleeveless T,39.682539682539684,Bored,4.401408450704225,Bored,5.827505827505828,Stuntman Helmet,63.69426751592357,132.03976775088142
1161,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Pink,19.569471624266146,Puffy Vest,44.052863436123346,Bored Unshaven Cigarette,22.831050228310502,Wide Eyed,18.214936247723134,Cowboy Hat,28.248587570621467,144.10698895884371
1162,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Death Bot,57.14285714285714,Tuxedo Tee,42.5531914893617,Bored Unshaven,6.447453255963895,Sunglasses,28.409090909090907,Baby's Bonnet,63.291139240506325,209.03381188957906
1163,5,3.941663381947182,,1.424298532972511,Yellow,7.79423226812159,Brown,7.2992700729927,Work Vest,53.191489361702125,Bored,4.401408450704225,Zombie,32.467532467532465,,4.440497335701599,114.96039187167439
1164,7,5.310674455655868,Silver Hoop,11.312217194570135,Aquamarine,7.886435331230284,Golden Brown,12.820512820512821,Toga,49.504950495049506,Bored Unshaven,6.447453255963895,Bloodshot,11.82033096926714,Party Hat 2,91.74311926605505,196.8456937883047
1165,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Pink,19.569471624266146,Black Holes T,48.78048780487805,Small Grin,36.76470588235294,X Eyes,40.816326530612244,Safari,54.94505494505494,212.06612663896345
1166,6,1.8793459875963163,Silver Stud,12.150668286755772,Orange,7.830853563038371,Dark Brown,7.396449704142013,Bone Necklace,48.78048780487805,Bored Cigarette,14.04494382022472,Sad,18.148820326678766,,4.440497335701599,114.67206682901559
1167,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Robot,36.90036900369004,Guayabera,43.10344827586207,Bored Unshaven,6.447453255963895,Coins,20.876826722338205,Seaman's Hat,23.809523809523807,142.17521763744415
1168,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Golden Brown,12.820512820512821,,5.324813631522897,Bored,4.401408450704225,Bored,5.827505827505828,Bunny Ears,51.282051282051285,92.85310749025513
1169,7,5.310674455655868,Cross,67.11409395973155,Purple,7.733952049497293,Noise,64.51612903225806,Black T,29.940119760479043,Bored,4.401408450704225,Sleepy,13.315579227696405,Bowler,38.167938931297705,230.49989586732013
1170,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Dark Brown,7.396449704142013,,5.324813631522897,Bored Unshaven,6.447453255963895,Closed,14.04494382022472,Sushi Chef Headband,53.475935828877,99.78951020514751
1171,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Cream,15.723270440251572,Black Holes T,48.78048780487805,Bored Unshaven,6.447453255963895,Crazy,24.57002457002457,,4.440497335701599,113.15854888477774
1172,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Tan,15.974440894568689,Blue Dress,105.26315789473685,Bored,4.401408450704225,Bored,5.827505827505828,Faux Hawk,73.52941176470588,216.33815456179352
1173,6,1.8793459875963163,Silver Hoop,11.312217194570135,Purple,7.733952049497293,Robot,36.90036900369004,,5.324813631522897,Bored,4.401408450704225,3d,20.449897750511248,Fez,26.525198938992045,114.52720300708421
1174,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Golden Brown,12.820512820512821,,5.324813631522897,Grin Gold Grill,109.89010989010988,X Eyes,40.816326530612244,Army Hat,34.013605442176875,215.9652822793517
1175,7,5.310674455655868,Gold Stud,22.779043280182233,Aquamarine,7.886435331230284,Black,8.136696501220504,Lab Coat,69.44444444444444,Jovial,33.78378378378378,Robot,28.57142857142857,Sushi Chef Headband,53.475935828877,229.3884421968227
1176,6,1.8793459875963163,,1.424298532972511,Orange,7.830853563038371,Tan,15.974440894568689,Striped Tee,24.154589371980677,Bored Kazoo,135.13513513513513,Wide Eyed,18.214936247723134,Sea Captain's Hat,32.67973856209151,237.29333829510634
1177,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Tan,15.974440894568689,Sleeveless Logo T,69.44444444444444,Bored Unshaven,6.447453255963895,Bored,5.827505827505828,Ww2 Pilot Helm,90.90909090909092,200.45358839915116
1178,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Red,21.09704641350211,,5.324813631522897,Tongue Out,49.01960784313725,Sleepy,13.315579227696405,Bayc Hat Red,84.03361344537815,185.98747603919486
1179,5,3.941663381947182,,1.424298532972511,Purple,7.733952049497293,Red,21.09704641350211,Lumberjack Shirt,46.948356807511736,Bored Unshaven,6.447453255963895,Robot,28.57142857142857,,4.440497335701599,120.60469634852488
1180,7,5.310674455655868,Diamond Stud,45.04504504504504,New Punk Blue,8.116883116883116,Red,21.09704641350211,Pimp Coat,125.0,Bored Unshaven,6.447453255963895,Angry,23.148148148148145,Irish Boho,44.44444444444444,278.60969487964263
1181,5,3.941663381947182,,1.424298532972511,Gray,8.547008547008547,Brown,7.2992700729927,Tuxedo Tee,42.5531914893617,Grin,13.986013986013987,Cyborg,92.59259259259258,,4.440497335701599,174.7845359385908
1182,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Golden Brown,12.820512820512821,Sleeveless T,39.682539682539684,Bored Unshaven Cigarette,22.831050228310502,Bloodshot,11.82033096926714,,4.440497335701599,104.7917465142898
1183,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Dark Brown,7.396449704142013,Sailor Shirt,35.2112676056338,Bored,4.401408450704225,Coins,20.876826722338205,Horns,39.682539682539684,118.91072189492996
1184,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Pink,19.569471624266146,Bone Tee,43.47826086956522,Bored,4.401408450704225,Bloodshot,11.82033096926714,Cowboy Hat,28.248587570621467,118.86028921399624
1185,7,5.310674455655868,Silver Stud,12.150668286755772,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Tanktop,42.5531914893617,Grin,13.986013986013987,Scumbag,42.918454935622314,King's Crown,129.87012987012986,262.2306350205214
1186,6,1.8793459875963163,Silver Hoop,11.312217194570135,Purple,7.733952049497293,Zombie,33.11258278145695,,5.324813631522897,Grin Multicolored,86.20689655172414,Coins,20.876826722338205,Short Mohawk,31.446540880503143,197.89317579920905
1187,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Brown,7.2992700729927,Tuxedo Tee,42.5531914893617,Phoneme Vuh,30.030030030030026,Heart,25.38071065989848,Commie Hat,32.89473684210526,150.00859216196554
1188,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Dark Brown,7.396449704142013,Bayc T Red,71.42857142857143,Bored,4.401408450704225,Angry,23.148148148148145,Seaman's Hat,23.809523809523807,141.28197832978003
1189,6,1.8793459875963163,Cross,67.11409395973155,Orange,7.830853563038371,Tan,15.974440894568689,,5.324813631522897,Phoneme L,41.1522633744856,Heart,25.38071065989848,Fez,26.525198938992045,191.18172100983395
1190,6,1.8793459875963163,Gold Stud,22.779043280182233,New Punk Blue,8.116883116883116,Brown,7.2992700729927,Service,70.4225352112676,Grin,13.986013986013987,Closed,14.04494382022472,,4.440497335701599,142.96853281086226
1191,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Robot,36.90036900369004,Guayabera,43.10344827586207,Bored Unshaven,6.447453255963895,Bloodshot,11.82033096926714,Bowler,38.167938931297705,147.7817701656529
1192,6,1.8793459875963163,Diamond Stud,45.04504504504504,Purple,7.733952049497293,White,25.188916876574307,,5.324813631522897,Bored,4.401408450704225,Coins,20.876826722338205,Fez,26.525198938992045,136.97550770227033
1193,5,3.941663381947182,,1.424298532972511,Gray,8.547008547008547,Brown,7.2992700729927,Navy Striped Tee,29.761904761904763,Phoneme Oh,42.19409282700422,Sleepy,13.315579227696405,,4.440497335701599,110.92431468722792
1194,6,1.8793459875963163,Silver Stud,12.150668286755772,Yellow,7.79423226812159,Dark Brown,7.396449704142013,Prom Dress,97.08737864077669,Grin,13.986013986013987,Scumbag,42.918454935622314,,4.440497335701599,187.6530411447303
1195,6,1.8793459875963163,,1.424298532972511,Gray,8.547008547008547,Dmt,46.51162790697675,Sleeveless T,39.682539682539684,Bored Unshaven Cigar,106.38297872340425,Sleepy,13.315579227696405,Beanie,17.301038062283737,235.04441667047823
1196,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Cream,15.723270440251572,Navy Striped Tee,29.761904761904763,Bored Unshaven,6.447453255963895,Heart,25.38071065989848,Halo,30.8641975308642,119.21513321894903
1197,6,1.8793459875963163,,1.424298532972511,Aquamarine,7.886435331230284,Dark Brown,7.396449704142013,Blue Dress,105.26315789473685,Bored Unshaven Cigar,106.38297872340425,Eyepatch,30.030030030030026,Army Hat,34.013605442176875,294.27630164628914
1198,7,5.310674455655868,Silver Hoop,11.312217194570135,Army Green,8.045052292839904,Golden Brown,12.820512820512821,Sailor Shirt,35.2112676056338,Dumbfounded,19.801980198019802,Cyborg,92.59259259259258,Commie Hat,32.89473684210526,217.98903400193018
1199,6,1.8793459875963163,,1.424298532972511,Yellow,7.79423226812159,Dark Brown,7.396449704142013,Navy Striped Tee,29.761904761904763,Bored Unshaven Dagger,357.14285714285717,Angry,23.148148148148145,Beanie,17.301038062283737,445.84827460802626
1200,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Cheetah,24.509803921568626,Navy Striped Tee,29.761904761904763,Bored Cigarette,14.04494382022472,Sleepy,13.315579227696405,Short Mohawk,31.446540880503143,124.11636918196376
1201,6,1.8793459875963163,Cross,67.11409395973155,Gray,8.547008547008547,Black,8.136696501220504,,5.324813631522897,Bored Unshaven,6.447453255963895,Heart,25.38071065989848,Bayc Hat Red,84.03361344537815,206.86373598832034
1202,6,1.8793459875963163,,1.424298532972511,Purple,7.733952049497293,Brown,7.2992700729927,Puffy Vest,44.052863436123346,Jovial,33.78378378378378,Cyborg,92.59259259259258,Bunny Ears,51.282051282051285,240.0481577376098
1203,7,5.310674455655868,Silver Stud,12.150668286755772,Purple,7.733952049497293,Dmt,46.51162790697675,Vietnam Jacket,44.24778761061947,Phoneme Vuh,30.030030030030026,Closed,14.04494382022472,Commie Hat,32.89473684210526,192.92442100186514
1204,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Dark Brown,7.396449704142013,Stunt Jacket,56.17977528089888,Bored Unshaven Party horn,222.22222222222223,Wide Eyed,18.214936247723134,Beanie,17.301038062283737,332.7349491547219
1205,6,1.8793459875963163,Silver Hoop,11.312217194570135,Army Green,8.045052292839904,Tan,15.974440894568689,,5.324813631522897,Grin Diamond Grill,128.2051282051282,Sad,18.148820326678766,Short Mohawk,31.446540880503143,220.33635941340805
1206,6,1.8793459875963163,,1.424298532972511,Army Green,8.045052292839904,Dark Brown,7.396449704142013,Bone Necklace,48.78048780487805,Phoneme L,41.1522633744856,Wide Eyed,18.214936247723134,Commie Hat,32.89473684210526,159.78757078674278
1207,7,5.310674455655868,Gold Stud,22.779043280182233,Yellow,7.79423226812159,Death Bot,57.14285714285714,Blue Dress,105.26315789473685,Grin,13.986013986013987,Coins,20.876826722338205,Prussian Helmet,76.92307692307692,310.07588267298274
1208,6,1.8793459875963163,,1.424298532972511,New Punk Blue,8.116883116883116,Golden Brown,12.820512820512821,Bone Necklace,48.78048780487805,Bored Cigarette,14.04494382022472,Wide Eyed,18.214936247723134,Short Mohawk,31.446540880503143,136.7279492112938
1209,6,1.8793459875963163,,1.424298532972511,Blue,8.038585209003216,Golden Brown,12.820512820512821,Bayc T Black,46.51162790697675,Bored Unshaven,6.447453255963895,Bored,5.827505827505828,Safari,54.94505494505494,137.89438448558627
1210,5,3.941663381947182,,1.424298532972511,Army Green,8.045052292839904,Zombie,33.11258278145695,Service,70.4225352112676,Bored,4.401408450704225,Heart,25.38071065989848,,4.440497335701599,151.16874864678843
1211,5,3.941663381947182,,1.424298532972511,Orange,7.830853563038371,Gray,20.161290322580644,,5.324813631522897,Bored,4.401408450704225,Blindfold,37.87878787878788,Safari,54.94505494505494,135.90817070660867
1212,7,5.310674455655868,Cross,67.11409395973155,Blue,8.038585209003216,Golden Brown,12.820512820512821,Navy Striped Tee,29.761904761904763,Grin,13.986013986013987,Sleepy,13.315579227696405,Bowler,38.167938931297705,188.51530335181633
1213,7,5.310674455655868,Gold Stud,22.779043280182233,Yellow,7.79423226812159,Pink,19.569471624266146,Sleeveless T,39.682539682539684,Bored Unshaven Cigarette,22.831050228310502,Wide Eyed,18.214936247723134,Seaman's Hat,23.809523809523807,159.99147159632295
