asset_id,attribute_count,attribute_count_rarity_score,Background_attribute,Background_rarity_score,Body_attribute,Body_rarity_score,Body_Grade_attribute,Body_Grade_rarity_score,Head_attribute,Head_rarity_score,Head_Grade_attribute,Head_Grade_rarity_score,Mouth_attribute,Mouth_rarity_score,Mouth_Grade_attribute,Mouth_Grade_rarity_score,Nose_attribute,Nose_rarity_score,Nose_Grade_attribute,Nose_Grade_rarity_score,Eyes_attribute,Eyes_rarity_score,Eyes_Grade_attribute,Eyes_Grade_rarity_score,overall_rarity_score
1738,11,1.0,Orange,3.3875338753387534,Green Camo Jacket,42.5531914893617,Rotten,4.033884630899556,Flattop,29.940119760479043,Damaged,2.8328611898017,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Worried,17.88908765652952,Fresh,2.531645569620253,127.61677930182296
1739,11,1.0,Pink,6.644518272425249,Purple Fur,46.51162790697675,Fresh,2.4691358024691357,Bouffant,27.700831024930746,Damaged,2.8328611898017,Glum,12.88659793814433,Rotten,4.012841091492777,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Spooky,17.761989342806395,Fresh,2.531645569620253,131.68900348589224
1740,11,1.0,Orange,3.3875338753387534,Tee With Vest,42.73504273504273,Damaged,2.881014116969173,Beret,30.3030303030303,Damaged,2.8328611898017,Toothy,13.36898395721925,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Thick Rim,17.921146953405017,Fresh,2.531645569620253,128.38373045341083
1741,11,1.0,Orange,3.3875338753387534,Blue Puffvest,45.45454545454546,Rotten,4.033884630899556,Space Buns,28.901734104046245,Rotten,3.897116134060795,Snarl,12.594458438287154,Rotten,4.012841091492777,Nose Skull,4.043671653861707,Rotten,4.042037186742118,White Glasses,18.552875695732837,Rotten,3.965107057890563,133.88580532289797
1742,11,1.0,Purple,6.657789613848203,Orange BBall,41.49377593360996,Fresh,2.4691358024691357,Side Shave,27.47252747252747,Damaged,2.8328611898017,Toothy,13.36898395721925,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Mutant,17.36111111111111,Fresh,2.531645569620253,125.03545634641517
1743,11,1.0,Charcoal,9.9601593625498,Silver Puffer,41.49377593360996,Fresh,2.4691358024691357,Dreads,31.847133757961785,Fresh,2.5614754098360653,Gold Grin,13.140604467805518,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Sleepy,19.49317738791423,Damaged,2.834467120181406,137.5348199952856
1744,11,1.0,Pink,6.644518272425249,Pilot Jacket,42.19409282700422,Rotten,4.033884630899556,Blackhat,31.25,Damaged,2.8328611898017,Mo,13.297872340425531,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Sleepy,19.49317738791423,Damaged,2.834467120181406,135.00334552163557
1745,11,1.0,Pink,6.644518272425249,Green Shirt,39.682539682539684,Rotten,4.033884630899556,Curtains,30.211480362537767,Fresh,2.5614754098360653,Lips,13.157894736842106,Fresh,2.5106703489831785,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Thick Rim,17.921146953405017,Fresh,2.531645569620253,128.97730562855384
1746,11,1.0,Blue,3.2927230819888043,Fancy Suit,43.66812227074236,Damaged,2.881014116969173,Space Buns,28.901734104046245,Damaged,2.8328611898017,Toothy,13.36898395721925,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Moody,18.975332068311197,Rotten,3.965107057890563,128.85022915627866
1747,11,1.0,Pink,6.644518272425249,Sand Camo Jacket,42.37288135593221,Fresh,2.4691358024691357,Red Cap,28.57142857142857,Fresh,2.5614754098360653,Snarl,12.594458438287154,Rotten,4.012841091492777,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Black Glasses,17.543859649122805,Fresh,2.531645569620253,127.7559251209404
1748,11,1.0,Charcoal,9.9601593625498,Pilot Jacket,42.19409282700422,Rotten,4.033884630899556,Flattop,29.940119760479043,Damaged,2.8328611898017,Lips,13.157894736842106,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Surprised,18.45018450184502,Fresh,2.531645569620253,133.9484682752498
1749,11,1.0,Blue,3.2927230819888043,Black Dungarees,45.45454545454546,Rotten,4.033884630899556,Golf Cap,29.41176470588235,Damaged,2.8328611898017,Surprised,13.623978201634877,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Sad,17.88908765652952,Fresh,2.531645569620253,130.66686968048955
1750,11,1.0,Purple,6.657789613848203,Dark Grey Brand Tee,46.29629629629629,Fresh,2.4691358024691357,Black Cap,27.700831024930746,Rotten,3.897116134060795,Grimace,12.345679012345679,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Pink Glasses,17.88908765652952,Rotten,3.965107057890563,132.51160299132124
1751,11,1.0,Charcoal,9.9601593625498,Suspenders,40.0,Fresh,2.4691358024691357,Mullet,30.674846625766875,Rotten,3.897116134060795,Mo,13.297872340425531,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Bright,17.793594306049823,Fresh,2.531645569620253,134.35926089389991
1752,11,1.0,Blue,3.2927230819888043,Spotty Fur,48.07692307692308,Fresh,2.4691358024691357,Orange Bucket,28.73563218390805,Damaged,2.8328611898017,Skully,13.458950201884251,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Pink Glasses,17.88908765652952,Fresh,2.531645569620253,131.3832214324675
1753,11,1.0,Orange,3.3875338753387534,Green Camo Jacket,42.5531914893617,Rotten,4.033884630899556,Felt Hat,32.89473684210526,Rotten,3.897116134060795,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,White Glasses,18.552875695732837,Fresh,2.531645569620253,132.1827137538103
1754,11,1.0,Blue,3.2927230819888043,Red Bow Tie,41.32231404958678,Damaged,2.881014116969173,Curtains,30.211480362537767,Fresh,2.5614754098360653,Skully,13.458950201884251,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Thick Rim,17.921146953405017,Rotten,3.965107057890563,127.53679950732636
1755,11,1.0,Blue,3.2927230819888043,Black Turtleneck,42.016806722689076,Damaged,2.881014116969173,Golf Cap,29.41176470588235,Fresh,2.5614754098360653,Pucker,13.089005235602095,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Dead,17.73049645390071,Rotten,3.965107057890563,126.12222756460787
1756,11,1.0,Charcoal,9.9601593625498,Purple BBall,41.49377593360996,Fresh,2.4691358024691357,Orange Bucket,28.73563218390805,Fresh,2.5614754098360653,Grimace,12.345679012345679,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Lazy,16.835016835016834,Damaged,2.834467120181406,129.65781341290057
1757,11,1.0,Pink,6.644518272425249,Tatts,45.24886877828054,Rotten,4.033884630899556,Beret,30.3030303030303,Damaged,2.8328611898017,Toothy,13.36898395721925,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Surprised,18.45018450184502,Damaged,2.834467120181406,134.56442444989113
1758,11,1.0,Orange,3.3875338753387534,Fancy Suit,43.66812227074236,Fresh,2.4691358024691357,Bouffant,27.700831024930746,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Dead,17.73049645390071,Damaged,2.834467120181406,124.16985626579923
1759,11,1.0,Blue,3.2927230819888043,Black Turtleneck,42.016806722689076,Damaged,2.881014116969173,Betty,28.328611898016998,Fresh,2.5614754098360653,Glum,12.88659793814433,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Reptile,17.6056338028169,Damaged,2.834467120181406,123.25495578685084
1760,11,1.0,Blue,3.2927230819888043,Leather Jacket,39.682539682539684,Fresh,2.4691358024691357,Bowlcut,29.15451895043732,Rotten,3.897116134060795,Glum,12.88659793814433,Rotten,4.012841091492777,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Dead,17.73049645390071,Rotten,3.965107057890563,126.67666851328364
1761,11,1.0,Orange,3.3875338753387534,White Brand Tee,42.016806722689076,Rotten,4.033884630899556,Box Fade,28.81844380403458,Rotten,3.897116134060795,Smiley,12.836970474967908,Rotten,4.012841091492777,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Sad,17.88908765652952,Rotten,3.965107057890563,129.19474679512842
1762,11,1.0,Purple,6.657789613848203,Green Shirt,39.682539682539684,Damaged,2.881014116969173,Blackhat,31.25,Rotten,3.897116134060795,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Moody,18.975332068311197,Rotten,3.965107057890563,131.64062819031074
1763,11,1.0,Purple,6.657789613848203,Black Bowtie,39.8406374501992,Fresh,2.4691358024691357,Bantu Knot,29.15451895043732,Rotten,3.897116134060795,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Scared,18.867924528301888,Rotten,3.965107057890563,130.43259602703284
1764,11,1.0,Purple,6.657789613848203,Purple BBall,41.49377593360996,Rotten,4.033884630899556,Orange Beanie,29.32551319648094,Fresh,2.5614754098360653,Grimace,12.345679012345679,Rotten,4.012841091492777,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Pink Glasses,17.88908765652952,Rotten,3.965107057890563,130.73883456325945
1765,11,1.0,Charcoal,9.9601593625498,Tee With Vest,42.73504273504273,Damaged,2.881014116969173,Side Shave,27.47252747252747,Fresh,2.5614754098360653,Grimace,12.345679012345679,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Scared,18.867924528301888,Rotten,3.965107057890563,134.52382044842108
1766,11,1.0,Orange,3.3875338753387534,White Brand Tee,42.016806722689076,Rotten,4.033884630899556,Ramona,33.11258278145695,Rotten,3.897116134060795,Mo,13.297872340425531,Rotten,4.012841091492777,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Lazy,16.835016835016834,Rotten,3.965107057890563,133.01244242959706
1767,11,1.0,Orange,3.3875338753387534,Red Baseball,39.682539682539684,Fresh,2.4691358024691357,Shaved,32.05128205128205,Fresh,2.5614754098360653,Gold Grin,13.140604467805518,Fresh,2.5106703489831785,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Surprised,18.45018450184502,Rotten,3.965107057890563,127.94058285945489
1768,11,1.0,Blue,3.2927230819888043,Dark Grey Brand Tee,46.29629629629629,Fresh,2.4691358024691357,Side Shave,27.47252747252747,Rotten,3.897116134060795,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Thick Rim,17.921146953405017,Damaged,2.834467120181406,129.2466056019624
1769,11,1.0,Orange,3.3875338753387534,Suspenders,40.0,Fresh,2.4691358024691357,Felt Hat,32.89473684210526,Rotten,3.897116134060795,Bulldog,12.970168612191959,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Surprised,18.45018450184502,Damaged,2.834467120181406,129.46227198228138
1770,11,1.0,Orange,3.3875338753387534,Fancy Suit,43.66812227074236,Damaged,2.881014116969173,Beret,30.3030303030303,Fresh,2.5614754098360653,Fang,12.376237623762377,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Sleepy,19.49317738791423,Fresh,2.531645569620253,128.1665878665229
1771,11,1.0,Blue,3.2927230819888043,Fancy Suit,43.66812227074236,Rotten,4.033884630899556,Bouffant,27.700831024930746,Damaged,2.8328611898017,Pucker,13.089005235602095,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Lazy,16.835016835016834,Fresh,2.531645569620253,125.27465023155267
1772,11,1.0,Pink,6.644518272425249,Orange Puffvest,41.1522633744856,Fresh,2.4691358024691357,High Slick,30.8641975308642,Rotten,3.897116134060795,Bulldog,12.970168612191959,Damaged,2.8368794326241136,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Sly,17.6056338028169,Fresh,2.531645569620253,130.69360819302315
1773,11,1.0,Blue,3.2927230819888043,Orange BBall,41.49377593360996,Damaged,2.881014116969173,Golf Cap,29.41176470588235,Rotten,3.897116134060795,Toothy,13.36898395721925,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Black Glasses,17.543859649122805,Rotten,3.965107057890563,127.45072382633073
1774,11,1.0,Blue,3.2927230819888043,Denim Dungarees,41.666666666666664,Fresh,2.4691358024691357,Bandana,32.89473684210526,Fresh,2.5614754098360653,Gold Grin,13.140604467805518,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Scared,18.867924528301888,Rotten,3.965107057890563,130.0322086369129
1775,11,1.0,Orange,3.3875338753387534,Denim Dungarees,41.666666666666664,Damaged,2.881014116969173,Bandana,32.89473684210526,Damaged,2.8328611898017,Gold Grin,13.140604467805518,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Pink Glasses,17.88908765652952,Damaged,2.834467120181406,128.3745976316061
1776,11,1.0,Purple,6.657789613848203,Sand Camo Jacket,42.37288135593221,Damaged,2.881014116969173,Bowlcut,29.15451895043732,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Black Glasses,17.543859649122805,Fresh,2.531645569620253,128.269732467545
1777,11,1.0,Purple,6.657789613848203,Spiked Jacket,40.48582995951417,Damaged,2.881014116969173,Orange Beanie,29.32551319648094,Rotten,3.897116134060795,Grimace,12.345679012345679,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Bright,17.793594306049823,Damaged,2.834467120181406,127.39483823929923
1778,11,1.0,Blue,3.2927230819888043,Harness,46.728971962616825,Damaged,2.881014116969173,Ramona,33.11258278145695,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Black Glasses,17.543859649122805,Fresh,2.531645569620253,133.21882037338983
1779,11,1.0,Orange,3.3875338753387534,Red Bow Tie,41.32231404958678,Fresh,2.4691358024691357,Grey Bucket,32.57328990228013,Rotten,3.897116134060795,Toothy,13.36898395721925,Rotten,4.012841091492777,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Demon,18.214936247723134,Rotten,3.965107057890563,132.2969669586651
1780,11,1.0,Blue,3.2927230819888043,Orange BBall,41.49377593360996,Fresh,2.4691358024691357,Side Shave,27.47252747252747,Fresh,2.5614754098360653,Snarl,12.594458438287154,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Surprised,18.45018450184502,Damaged,2.834467120181406,124.90363851370269
1781,11,1.0,Charcoal,9.9601593625498,Blue Tracksuit,41.666666666666664,Rotten,4.033884630899556,Mullet,30.674846625766875,Damaged,2.8328611898017,Surprised,13.623978201634877,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Thick Rim,17.921146953405017,Damaged,2.834467120181406,134.72184553075496
1782,11,1.0,Blue,3.2927230819888043,Silver Puffer,41.49377593360996,Rotten,4.033884630899556,Box Fade,28.81844380403458,Rotten,3.897116134060795,Pucker,13.089005235602095,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Sleepy,19.49317738791423,Damaged,2.834467120181406,128.54897251787844
1783,11,1.0,Orange,3.3875338753387534,Black Dungarees,45.45454545454546,Fresh,2.4691358024691357,Golf Cap,29.41176470588235,Fresh,2.5614754098360653,Grimace,12.345679012345679,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Spooky,17.761989342806395,Rotten,3.965107057890563,128.32158197042378
1784,11,1.0,Charcoal,9.9601593625498,Fancy Suit,43.66812227074236,Damaged,2.881014116969173,Blackhat,31.25,Rotten,3.897116134060795,Lips,13.157894736842106,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Moody,18.975332068311197,Damaged,2.834467120181406,138.72036847899957
1785,11,1.0,Purple,6.657789613848203,Golf Vest,38.46153846153846,Damaged,2.881014116969173,Top Knot,31.152647975077883,Rotten,3.897116134060795,Grimace,12.345679012345679,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Surprised,18.45018450184502,Fresh,2.531645569620253,130.11250613826317
1786,11,1.0,Orange,3.3875338753387534,Denim Dungarees,41.666666666666664,Fresh,2.4691358024691357,Bowlcut,29.15451895043732,Rotten,3.897116134060795,Gold Grin,13.140604467805518,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Dead,17.73049645390071,Damaged,2.834467120181406,125.24489078016967
1787,11,1.0,Purple,6.657789613848203,Silver Puffer,41.49377593360996,Fresh,2.4691358024691357,Mullet,30.674846625766875,Rotten,3.897116134060795,Snarl,12.594458438287154,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Dead,17.73049645390071,Damaged,2.834467120181406,129.19971181833233
1788,11,1.0,Orange,3.3875338753387534,Dark Grey Brand Tee,46.29629629629629,Damaged,2.881014116969173,Slick,32.05128205128205,Damaged,2.8328611898017,Glum,12.88659793814433,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Demon,18.214936247723134,Damaged,2.834467120181406,132.5588236155859
1789,11,1.0,Orange,3.3875338753387534,Red Tracksuit,40.983606557377044,Rotten,4.033884630899556,Cornrows,27.77777777777778,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Bright,17.793594306049823,Fresh,2.531645569620253,123.33024713204155
1790,11,1.0,Orange,3.3875338753387534,Tee With Vest,42.73504273504273,Rotten,4.033884630899556,Ramona,33.11258278145695,Fresh,2.5614754098360653,Grimace,12.345679012345679,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Demon,18.214936247723134,Rotten,3.965107057890563,132.7787135035171
1791,11,1.0,Blue,3.2927230819888043,Fishnet,41.49377593360996,Damaged,2.881014116969173,Grey Bucket,32.57328990228013,Rotten,3.897116134060795,Snarl,12.594458438287154,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Demon,18.214936247723134,Fresh,2.531645569620253,129.5752220938821
1792,11,1.0,Purple,6.657789613848203,Fancy Suit,43.66812227074236,Fresh,2.4691358024691357,Side Shave,27.47252747252747,Damaged,2.8328611898017,Fang,12.376237623762377,Fresh,2.5106703489831785,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Reptile,17.6056338028169,Fresh,2.531645569620253,127.8466733560365
1793,11,1.0,Pink,6.644518272425249,Blue Puffvest,45.45454545454546,Damaged,2.881014116969173,Beret,30.3030303030303,Fresh,2.5614754098360653,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Pink Glasses,17.88908765652952,Damaged,2.834467120181406,132.89986785020832
1794,11,1.0,Pink,6.644518272425249,Fishnet,41.49377593360996,Damaged,2.881014116969173,Grey Bucket,32.57328990228013,Fresh,2.5614754098360653,Mo,13.297872340425531,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Pink Glasses,17.88908765652952,Fresh,2.531645569620253,131.0465139815449
1795,11,1.0,Pink,6.644518272425249,Black Singlet,47.39336492890995,Damaged,2.881014116969173,Box Fade,28.81844380403458,Fresh,2.5614754098360653,Pucker,13.089005235602095,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Scared,18.867924528301888,Rotten,3.965107057890563,137.95574410692728
1796,11,1.0,Blue,3.2927230819888043,White Brand Tee,42.016806722689076,Fresh,2.4691358024691357,Mohawk,29.498525073746315,Rotten,3.897116134060795,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Scared,18.867924528301888,Damaged,2.834467120181406,127.32515359322983
1797,11,1.0,Pink,6.644518272425249,Fishnet,41.49377593360996,Damaged,2.881014116969173,Flattop,29.940119760479043,Fresh,2.5614754098360653,Glum,12.88659793814433,Rotten,4.012841091492777,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Lazy,16.835016835016834,Fresh,2.531645569620253,128.8727137681975
1798,11,1.0,Orange,3.3875338753387534,Orange Turtleneck,45.24886877828054,Fresh,2.4691358024691357,Top Knot,31.152647975077883,Damaged,2.8328611898017,Glum,12.88659793814433,Rotten,4.012841091492777,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Bright,17.793594306049823,Damaged,2.834467120181406,132.20414039719589
1799,11,1.0,Orange,3.3875338753387534,Charcoal Puffer,43.47826086956522,Fresh,2.4691358024691357,Cornrows,27.77777777777778,Rotten,3.897116134060795,Toothy,13.36898395721925,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Spooky,17.761989342806395,Damaged,2.834467120181406,127.07152754876144
1800,11,1.0,Orange,3.3875338753387534,Red Baseball,39.682539682539684,Fresh,2.4691358024691357,High Slick,30.8641975308642,Fresh,2.5614754098360653,Skully,13.458950201884251,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Surprised,18.45018450184502,Fresh,2.531645569620253,125.50192524374006
1801,11,1.0,Orange,3.3875338753387534,Pink Tee,50.0,Fresh,2.4691358024691357,Bantu Knot,29.15451895043732,Fresh,2.5614754098360653,Fang,12.376237623762377,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Mutant,17.36111111111111,Fresh,2.531645569620253,130.80600965188438
1802,11,1.0,Orange,3.3875338753387534,Charcoal Puffer,43.47826086956522,Fresh,2.4691358024691357,Headscarf,32.67973856209151,Fresh,2.5614754098360653,Grimace,12.345679012345679,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Pink Glasses,17.88908765652952,Damaged,2.834467120181406,131.380269061315
1803,11,1.0,Pink,6.644518272425249,Orange Puffvest,41.1522633744856,Rotten,4.033884630899556,Bouffant,27.700831024930746,Fresh,2.5614754098360653,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Dead,17.73049645390071,Fresh,2.531645569620253,126.80356986589061
1804,11,1.0,Purple,6.657789613848203,Black Hoodie,45.45454545454546,Rotten,4.033884630899556,Top Knot,31.152647975077883,Fresh,2.5614754098360653,Fang,12.376237623762377,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Worried,17.88908765652952,Fresh,2.531645569620253,133.5049396303274
1805,11,1.0,Orange,3.3875338753387534,Green Shirt,39.682539682539684,Damaged,2.881014116969173,Dreads,31.847133757961785,Rotten,3.897116134060795,Smiley,12.836970474967908,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Sleepy,19.49317738791423,Damaged,2.834467120181406,127.70757824614184
1806,11,1.0,Charcoal,9.9601593625498,Blue Baseball,39.52569169960474,Fresh,2.4691358024691357,Shaved,32.05128205128205,Fresh,2.5614754098360653,Bulldog,12.970168612191959,Fresh,2.5106703489831785,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Surprised,18.45018450184502,Damaged,2.834467120181406,131.6701902561683
1807,11,1.0,Pink,6.644518272425249,Black Bowtie,39.8406374501992,Rotten,4.033884630899556,Beret,30.3030303030303,Rotten,3.897116134060795,Surprised,13.623978201634877,Rotten,4.012841091492777,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Lazy,16.835016835016834,Damaged,2.834467120181406,131.61108235930055
1808,11,1.0,Charcoal,9.9601593625498,White Tee,44.642857142857146,Damaged,2.881014116969173,Beret,30.3030303030303,Damaged,2.8328611898017,Snarl,12.594458438287154,Damaged,2.8368794326241136,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Surprised,18.45018450184502,Damaged,2.834467120181406,136.92150392850536
1809,11,1.0,Purple,6.657789613848203,Red Baseball,39.682539682539684,Rotten,4.033884630899556,Shaved,32.05128205128205,Damaged,2.8328611898017,Gold Grin,13.140604467805518,Fresh,2.5106703489831785,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Reptile,17.6056338028169,Fresh,2.531645569620253,130.768961019062
1810,11,1.0,Orange,3.3875338753387534,White Brand Tee,42.016806722689076,Rotten,4.033884630899556,Space Buns,28.901734104046245,Fresh,2.5614754098360653,Lips,13.157894736842106,Damaged,2.8368794326241136,Nose Normal,4.8732943469785575,Fresh,2.463661000246366,Dead,17.73049645390071,Rotten,3.965107057890563,126.92876777129212
1811,11,1.0,Pink,6.644518272425249,Purple Hoodie,43.10344827586207,Fresh,2.4691358024691357,Golf Cap,29.41176470588235,Rotten,3.897116134060795,Snarl,12.594458438287154,Fresh,2.5106703489831785,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Bright,17.793594306049823,Fresh,2.531645569620253,130.04206069424384
1812,11,1.0,Pink,6.644518272425249,Orange Turtleneck,45.24886877828054,Fresh,2.4691358024691357,Bouffant,27.700831024930746,Fresh,2.5614754098360653,Glum,12.88659793814433,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Spooky,17.761989342806395,Rotten,3.965107057890563,130.20287493609243
1813,11,1.0,Charcoal,9.9601593625498,Black Dungarees,45.45454545454546,Damaged,2.881014116969173,Flattop,29.940119760479043,Fresh,2.5614754098360653,Surprised,13.623978201634877,Fresh,2.5106703489831785,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Black Glasses,17.543859649122805,Damaged,2.834467120181406,135.763970384628
1814,11,1.0,Orange,3.3875338753387534,Charcoal Puffer,43.47826086956522,Fresh,2.4691358024691357,Golf Cap,29.41176470588235,Damaged,2.8328611898017,Glum,12.88659793814433,Rotten,4.012841091492777,Nose Ring,4.990019960079841,Fresh,2.463661000246366,Demon,18.214936247723134,Rotten,3.965107057890563,129.11271973863415
1815,11,1.0,Orange,3.3875338753387534,Silver Puffer,41.49377593360996,Damaged,2.881014116969173,Grey Bucket,32.57328990228013,Rotten,3.897116134060795,Gold Grin,13.140604467805518,Fresh,2.5106703489831785,Nose Bleeding,5.701254275940707,Damaged,2.884338044418806,Demon,18.214936247723134,Fresh,2.531645569620253,130.21617891675044
1816,11,1.0,Purple,6.657789613848203,Tatts,45.24886877828054,Fresh,2.4691358024691357,Slick,32.05128205128205,Damaged,2.8328611898017,Mo,13.297872340425531,Rotten,4.012841091492777,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Worried,17.88908765652952,Fresh,2.531645569620253,136.07709293435354
1817,11,1.0,Pink,6.644518272425249,Black Hoodie,45.45454545454546,Fresh,2.4691358024691357,Mullet,30.674846625766875,Rotten,3.897116134060795,Glum,12.88659793814433,Rotten,4.012841091492777,Nose Broken,5.837711617046118,Damaged,2.884338044418806,Moody,18.975332068311197,Fresh,2.531645569620253,137.268628618301
1818,11,1.0,Blue,3.2927230819888043,Blue Stripe,44.84304932735426,Damaged,2.881014116969173,Orange Beanie,29.32551319648094,Fresh,2.5614754098360653,Toothy,13.36898395721925,Damaged,2.8368794326241136,Nose Skull,4.043671653861707,Rotten,4.042037186742118,Reptile,17.6056338028169,Damaged,2.834467120181406,128.63544828607473
